Region	District	Commune	Fokontany
BONGOLAVA	TSIROANOMANDIDY	AMBATOLAMPY	"AMBATOMAINTY FEO"
BONGOLAVA	TSIROANOMANDIDY	AMBATOLAMPY	ANTANIDITRA
BONGOLAVA	TSIROANOMANDIDY	AMBATOLAMPY	AMBOHIMAMORY
BONGOLAVA	TSIROANOMANDIDY	AMBATOLAMPY	AMBATOLAMPY
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"ANKADINONDRY SAKAY I"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	ANKADINONDRIKELY
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"FIRAISANTSOA MAHATSINJO"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"SOANIERANA AMBOHIMARINA"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	TSARAFIRAISANA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	DIAVOLANA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	FANJAKAMANDROSO
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	ANTSAHATANTERAKA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	MANARINTSOA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	SOAMIHARY
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	AMBOHIMAHASOA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"IHAZOMAY ATSIMO"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"BONARA TIA FANDROSOANA"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	TSISOAHOANIRERY
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	MANJAKAMIADANA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	ANDOHANAKIVOKA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	AMBOHITROMBY
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	ANOSIBE
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"TSARAMANDROSO IBORY"
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	SOAVIMBAHOAKA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	AMBALANIRANA
BONGOLAVA	TSIROANOMANDIDY	"ANKADINONDRY SAKAY"	"ANKADINONDRY SAKAY II"
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	AMBOHIMIARINA
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	ANTANISOA
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	"ANKERANA SUD"
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	MAROFARIHY
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	TAMPONALA
BONGOLAVA	TSIROANOMANDIDY	"ANKERANA NORD"	TSINJOARIVO
BONGOLAVA	TSIROANOMANDIDY	ANOSY	FIADANANA
BONGOLAVA	TSIROANOMANDIDY	ANOSY	ANDROTRA
BONGOLAVA	TSIROANOMANDIDY	ANOSY	"AMBAVAHADY - ANOSY"
BONGOLAVA	TSIROANOMANDIDY	ANOSY	"MORAFENO OUEST"
BONGOLAVA	TSIROANOMANDIDY	ANOSY	AMBOARA
BONGOLAVA	TSIROANOMANDIDY	ANOSY	"ANOSY AMBATOMAINTY"
BONGOLAVA	TSIROANOMANDIDY	ANOSY	AMPAMATANANTSOA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	ANDRANOMAVOKELY
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	TSINJOARIVO
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	FENOARIVO
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	MAHAZOARIVO
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	ANDROTRA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	AMBATOBE
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	AMBOHIJATOVO
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	ANKERANA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	TSARAHONENANA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	ANTSIRASIRA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	AMBOHITROMBY
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	MANDROSOA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	MANARINTSOA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	VOHIMASINA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	ANDAKANA
BONGOLAVA	TSIROANOMANDIDY	BELOBAKA	TSARATANANA
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	"BEMAHATAZANA I"
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	TSINJORANO
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	"AMBATOFOTSY EST"
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	"AMBATOFOTSY FEO"
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	FIAKARANTSOA
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	SOAFIADANANA
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	ANDRIAMBE
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	MAZAMIEMPO
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	TINDOHA
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	MORAFENO
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	AMBALAVATOKELY
BONGOLAVA	TSIROANOMANDIDY	BEMAHATAZANA	"BEMAHATAZANA II"
BONGOLAVA	TSIROANOMANDIDY	BEVATO	BEVATO
BONGOLAVA	TSIROANOMANDIDY	BEVATO	FIAKARANTSOA
BONGOLAVA	TSIROANOMANDIDY	BEVATO	ANKADINANDRIANA
BONGOLAVA	TSIROANOMANDIDY	BEVATO	MAHAZOARIVO
BONGOLAVA	TSIROANOMANDIDY	BEVATO	FIHAONANA
BONGOLAVA	TSIROANOMANDIDY	BEVATO	MANDROSOARIVO
BONGOLAVA	TSIROANOMANDIDY	BEVATO	SOANAFINDRA
BONGOLAVA	TSIROANOMANDIDY	BEVATO	ANDOHANIMANAMBOLO
BONGOLAVA	TSIROANOMANDIDY	BEVATO	MANDROSOA
BONGOLAVA	TSIROANOMANDIDY	BEVATO	AMBOHIBARY
BONGOLAVA	TSIROANOMANDIDY	BEVATO	AMBATOATRANO
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	FIERENANA
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	FIADANANA
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	BORIKELY
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	AMBARAVARANALA
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	ANTSANATRY
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	"BEPOAKA TALOHA"
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	MAHAZINA
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	"BORY BEPOAKA"
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	MANDROSOARIVO
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	FENOARIVO
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	ANKADIMENA
BONGOLAVA	TSIROANOMANDIDY	FIERENANA	"AMBOHIMAHAZO MAHASOA"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	MAHASOLO
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	AMBOHIKAMBANA
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	TSARAHOBY
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"ANTOKOMARO BCL"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	KIANJASOA
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	BEZAVONA
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	AMBARARATA
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	MAEVARANO
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	SOAFIANARANA
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"FENOMANANA FENOARIVOKELY"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"MANDROSOARIVO AMPARIHIKAMBANA"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"MANDROSOARIVO ANDAVABARY"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"AMBOHIMANDROSO BEMASOANDRO"
BONGOLAVA	TSIROANOMANDIDY	MAHASOLO	"ANOSIARIVO SAKAY"
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	"ANALAMIRANGA BELANITRA"
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	MAROHARONA
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	"FIANARANTSOA BELANITRA"
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	"FIANARANA VOLANARIVO"
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	"AMBOHIMANDROSO MAHATSINJO"
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	AMPASIPOTSY
BONGOLAVA	TSIROANOMANDIDY	MAROHARONA	KAMBANTSOA_CONDE
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	MARITAMPONA
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	ZATOBE
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	BETAIKOMBY
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	ANTANETIBE
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	AMPARIHIMANGA
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	MORAFENO
BONGOLAVA	TSIROANOMANDIDY	MARITAMPONA	ANKITSIKITSIKA
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	"MIANDRARIVO I"
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	SOAMANANA
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	"AMBOHIMIRAHAVAVY TOBY"
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	"MORAFENO SUD"
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	ANTSAHANITAVOLO
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	ANDOHAFARIHY
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	"MORARIVO CENTRE"
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	SAROTRAVOAKA
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	VOHITSOA
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	"MIANDRARIVO II"
BONGOLAVA	TSIROANOMANDIDY	MIANDRARIVO	TSARATANANA
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	SOARANO
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	ANALATSIFAKA
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	ANALAMARINA
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	ANKAZONDRANO
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	ANKARAHARA
BONGOLAVA	TSIROANOMANDIDY	SOANIERANA	ANTANETIBE
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	"FIRAISANTSOA IMANGA"
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	FIADANAMANGA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	SOAMAHATAMANA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	ANALAMISAKANA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	AMBOHIMARINA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	AMPIZARANTANY
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	AMPITILIANA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	FONORATY
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	ANDANDIHAZO
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	ANKINJANDAVA
BONGOLAVA	TSIROANOMANDIDY	TSINJOARIVO-IMANGA	AMBATOVARY
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	AMBONIRIANA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	FIADANAMANGA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	ANTANIMBARIBE
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	ANALATSIFAKA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	TSARATANANA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	ANTSAMPANIMAHAZO
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	ANTSAHABE
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	"MORAFENO NORD"
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	MANDROSONORO
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	MIADAKOFENO
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	AMPARIHINOMBY
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	ANDRANOMADIO
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	AMPARIHIBE
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	"ANKADITAPAKA I"
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	AMBOHIDRANGORY
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	MAROLAONA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	"AMBOHIBARY KOFAY"
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	AMBARIVATRY
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	"TALATA MAHAZOARIVO"
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY FIHAONANA"	BEMANGORAKA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	AMBOHITSOA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	ANKADINAKANGA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	ANDROTRA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	AMBOASARIKELY
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	SOANAFINDRA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	"TSIROANOMANDIDY ATSIMO"
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	TSARALALANA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	TSARAHONENANA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	ATSIMOTSENA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	ANDREFANIGARA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	MANGARIVOTRA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	AMPARIHIKAMBANA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	ANOSIVOLA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	AVARATSENA
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	AMPARIHIBE
BONGOLAVA	TSIROANOMANDIDY	"TSIROANOMANDIDY VILLE"	SOAMAHAMANINA
BONGOLAVA	TSIROANOMANDIDY	ANTSAHALAVA	BEAMBIATY
BONGOLAVA	TSIROANOMANDIDY	ANTSAHALAVA	ANTSAKAVIRO
BONGOLAVA	TSIROANOMANDIDY	ANTSAHALAVA	AMPANDRANA
BONGOLAVA	TSIROANOMANDIDY	FIADANANTSOA	BEMAHATAZANA
BONGOLAVA	TSIROANOMANDIDY	FIADANANTSOA	AMBOHIMIARINTSOA
BONGOLAVA	TSIROANOMANDIDY	FIADANANTSOA	SOAFIERENANA
ITASY	ARIVONIMAMO	ALAKAMISIKELY	AMBATOMENALOHA
ITASY	ARIVONIMAMO	ALAKAMISIKELY	ANTANIMIETRY
ITASY	ARIVONIMAMO	ALAKAMISIKELY	AMBOHIDEHIBE
ITASY	ARIVONIMAMO	ALAKAMISIKELY	AMBOHIDAVA
ITASY	ARIVONIMAMO	ALAKAMISIKELY	"AMBONDRONA SUD"
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHITSEHENO
ITASY	ARIVONIMAMO	AMBATOMANGA	ANTOVOTANY
ITASY	ARIVONIMAMO	AMBATOMANGA	ANTSAPANIMAHAZO
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBATOMANGA
ITASY	ARIVONIMAMO	AMBATOMANGA	MAHATSINJO
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHITRINIBE
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHITRAZO
ITASY	ARIVONIMAMO	AMBATOMANGA	ANJANAMANGA
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHIMARINA
ITASY	ARIVONIMAMO	AMBATOMANGA	MERIDAZA
ITASY	ARIVONIMAMO	AMBATOMANGA	AMPASIKA
ITASY	ARIVONIMAMO	AMBATOMANGA	ANKADIVORY
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHIJAFY
ITASY	ARIVONIMAMO	AMBATOMANGA	VATOBE
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHIBOROMANGA
ITASY	ARIVONIMAMO	AMBATOMANGA	IMERINAVARATRA
ITASY	ARIVONIMAMO	AMBATOMANGA	AMBOHIBELOMA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMBATOMIRAHAVAVY
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	ANTANIMARINA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	TSARATANANA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	MIANKOTSORANO
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMBOHIDRANOMANGA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	ANDRIANTOMPOIRAY
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMBOHIBATO
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMBOHIMANANDRAY
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMBONIRIANA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	IMERIKANJAKA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	AMPANO
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	ANTSAHABE
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	MANARINTSOA
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	IVELO
ITASY	ARIVONIMAMO	AMBATOMIRAHAVAVY	IMERINTSIAFINDRA
ITASY	ARIVONIMAMO	AMBOANANA	ANDAVABATO
ITASY	ARIVONIMAMO	AMBOANANA	ANTSAMPANDRANO
ITASY	ARIVONIMAMO	AMBOANANA	MANDROSOA
ITASY	ARIVONIMAMO	AMBOANANA	BETAOLANA
ITASY	ARIVONIMAMO	AMBOANANA	TSARAMANDROSO
ITASY	ARIVONIMAMO	AMBOANANA	ANTSAHAMAROLOHA
ITASY	ARIVONIMAMO	AMBOANANA	AMBATOFOTSY
ITASY	ARIVONIMAMO	AMBOANANA	ANTANETIBE
ITASY	ARIVONIMAMO	AMBOANANA	AMBOHIPETRAKA
ITASY	ARIVONIMAMO	AMBOANANA	AMBOHIMANAMBOLA
ITASY	ARIVONIMAMO	AMBOANANA	AMBOANANA
ITASY	ARIVONIMAMO	AMBOANANA	"ANTSOLABATO SUD"
ITASY	ARIVONIMAMO	AMBOANANA	MORARANO
ITASY	ARIVONIMAMO	AMBOANANA	ANDOHAVARY
ITASY	ARIVONIMAMO	AMBOANANA	AMBOHITSARATELO
ITASY	ARIVONIMAMO	AMBOANANA	ANALAKOTRANA
ITASY	ARIVONIMAMO	AMBOANANA	ANTSAHABIABIAKA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBALAMANGA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBOANANA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBODIVONA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBOHIDAVA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	"AMBOHIMANDRY EST"
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBOHITRAKANGA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBOHITRANDRAINA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	AMBOHITSOROHITRA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANALAMANGA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANDRIATSIMEONONA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANJANAMAHAZO
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANKERIBE
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANTANETY
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANTSAHA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	ANTSOBOLO
ITASY	ARIVONIMAMO	AMBOHIMANDRY	MANANKASINA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	MANDROSOA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	MANOLOBONY
ITASY	ARIVONIMAMO	AMBOHIMANDRY	MERINARIVO
ITASY	ARIVONIMAMO	AMBOHIMANDRY	"MORARANO TIA FANDROSOANA"
ITASY	ARIVONIMAMO	AMBOHIMANDRY	SOAMANJAKA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	SOANAVELA
ITASY	ARIVONIMAMO	AMBOHIMANDRY	"TSARAFARA MIADANA"
ITASY	ARIVONIMAMO	AMBOHIMANDRY	TSINJOARIVO
ITASY	ARIVONIMAMO	AMBOHIMASINA	AMBOHIMASINA
ITASY	ARIVONIMAMO	AMBOHIMASINA	AMBOHIDRAZANA
ITASY	ARIVONIMAMO	AMBOHIMASINA	ANKADIPETAKA
ITASY	ARIVONIMAMO	AMBOHIMASINA	AVARABOHITRA
ITASY	ARIVONIMAMO	AMBOHIMASINA	ANKARENANA
ITASY	ARIVONIMAMO	AMBOHIMASINA	AMBOANGIVY
ITASY	ARIVONIMAMO	AMBOHIMASINA	AMBOHIPIAINANA
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	AMBOHIPANDRANO
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	AMBOHIMIANDRA
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	MAHAZO
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	AMBOHIMANARIVO
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	ANKONAKA
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	ANDRIANONY
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	ANTANETIMBOAHANGY
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	MANANETIVOHITRA
ITASY	ARIVONIMAMO	AMBOHIPANDRANO	ANKADIVORY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AVARABATO
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBATOMITSANGANA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	"ANTANISOA TSARAKAMBANA"
ITASY	ARIVONIMAMO	AMBOHITRAMBO	MAHEREZA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	MANJAKAZAZA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMPANY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	BEJOFO
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHIMENA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	SOARONONO
ITASY	ARIVONIMAMO	AMBOHITRAMBO	TSIMATAHODAZA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHIJANAKA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMPANIKELY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHIJANAMASOANDRO
ITASY	ARIVONIMAMO	AMBOHITRAMBO	SOALANITRA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHITRIVAHOAKA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHIBARY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	TSARAZAZA
ITASY	ARIVONIMAMO	AMBOHITRAMBO	ANELOBE
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBEROBE
ITASY	ARIVONIMAMO	AMBOHITRAMBO	FENOARIVO
ITASY	ARIVONIMAMO	AMBOHITRAMBO	ANOSY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBODIFARIHY
ITASY	ARIVONIMAMO	AMBOHITRAMBO	AMBOHITRAMBO
ITASY	ARIVONIMAMO	AMPAHIMANGA	AMPAHIMANGA
ITASY	ARIVONIMAMO	AMPAHIMANGA	AMBOHITRINGAHIMAINTY
ITASY	ARIVONIMAMO	AMPAHIMANGA	ANKAMORY
ITASY	ARIVONIMAMO	AMPAHIMANGA	ANTANETILAVA
ITASY	ARIVONIMAMO	AMPAHIMANGA	"FISORONANA EFADRENY"
ITASY	ARIVONIMAMO	AMPAHIMANGA	MANJAKATOMPO
ITASY	ARIVONIMAMO	AMPAHIMANGA	AMBOHIBARY
ITASY	ARIVONIMAMO	AMPAHIMANGA	AMBOANJOBE
ITASY	ARIVONIMAMO	AMPAHIMANGA	AMBANIFAHITRA
ITASY	ARIVONIMAMO	AMPAHIMANGA	ANKAZOTOKANA
ITASY	ARIVONIMAMO	AMPAHIMANGA	ANTANIMASAKA
ITASY	ARIVONIMAMO	AMPAHIMANGA	"ALAKAMISY ANTSAPANIMAHAZO"
ITASY	ARIVONIMAMO	AMPAHIMANGA	IMERINATSIMO
ITASY	ARIVONIMAMO	AMPAHIMANGA	NANGAKA
ITASY	ARIVONIMAMO	ANDRANOMIELY	ANDRANOMIELY
ITASY	ARIVONIMAMO	ANDRANOMIELY	MANAZARY
ITASY	ARIVONIMAMO	ANDRANOMIELY	FIANTSONANA
ITASY	ARIVONIMAMO	ANDRANOMIELY	MAHARETA
ITASY	ARIVONIMAMO	ANDRANOMIELY	TSARAHONENANA
ITASY	ARIVONIMAMO	ANDRANOMIELY	BONGAFISAKA
ITASY	ARIVONIMAMO	ANTAMBOLO	ANTANIFISAKA
ITASY	ARIVONIMAMO	ANTAMBOLO	ANTAMBOLO
