"N°";"fokontany";"Kaomina";"Distrika";"Region";"Province"
"10512";"Modia";"Mangataboahangy";"Ambatofinandrahana";"Amoron'i Mania";"Fianarantsoa"
"10513";"Ambalahady";"Mangataboahangy";"Ambatofinandrahana";"Amoron'i Mania";"Fianarantsoa"
"10514";"Andringotra";"Mangatsiotra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"10515";"Valovahy";"Mangatsiotra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"10516";"Antsary";"Mangatsiotra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"10517";"Ambohimahasoa";"Mangatsiotra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"10518";"Mangatsiotra";"Mangatsiotra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"10519";"Laobato Atsimondrano";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10520";"Laobato Avaradrano";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10521";"Ivozona";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10522";"Anjorozoro";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10523";"Tamboretina";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10524";"Filemahana";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10525";"Mangidy";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10526";"Mandro";"Mangidy";"Ikalamavony";"Haute Matsiatra";"Fianarantsoa"
"10527";"Soatanana";"Mangindrano";\N;\N;\N
"10528";"Ambodinonoka";"Mangindrano";\N;\N;\N
"10529";"Analobato";"Mangindrano";\N;\N;\N
"10530";"Beanampatsy";"Mangindrano";\N;\N;\N
"10531";"Ambalatany Nord";"Mangindrano";\N;\N;\N
"10532";"Mangindrano";"Mangindrano";\N;\N;\N
"10533";"Ampitolovana";"Mangindrano";\N;\N;\N
"10534";"Ampondrabe";"Mangindrano";\N;\N;\N
"10535";"Antanambao";"Mangindrano";\N;\N;\N
"10536";"Ankazotokana";"Mangindrano";\N;\N;\N
"10537";"Analalatsaka";"Mangindrano";\N;\N;\N
"10538";"Ankilimihamy";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10539";"Betsako";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10540";"Remengoke";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10541";"Bokonake";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10542";"Maniry";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10543";"Bekily";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10544";"Ambahotera";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10545";"Begorago";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10546";"Efoty";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10547";"Reambohitse Haut";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10548";"Tsiasimo";"Maniry";"Ampanihy";"Atsimo-Andrefana";"Toliara"
"10549";"Androtsy";"Manja";"Manja";"Menabe";"Toliara"
"10550";"Androbotsiabo";"Manja";"Manja";"Menabe";"Toliara"
"10551";"Andranomiteraky";"Manja";"Manja";"Menabe";"Toliara"
"10552";"Antanimainty Ouest";"Manja";"Manja";"Menabe";"Toliara"
"10553";"Ambalanomby";"Manja";"Manja";"Menabe";"Toliara"
"10554";"Mangamirafy";"Manja";"Manja";"Menabe";"Toliara"
"10555";"Miary";"Manja";"Manja";"Menabe";"Toliara"
"10556";"Andranovorinampela";"Manja";"Manja";"Menabe";"Toliara"
"10557";"Andoharano";"Manja";"Manja";"Menabe";"Toliara"
"10558";"Andasibe";"Manja";"Manja";"Menabe";"Toliara"
"10559";"Manja II";"Manja";"Manja";"Menabe";"Toliara"
"10560";"Manja I";"Manja";"Manja";"Menabe";"Toliara"
"10561";"Antsakambahiny";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10561";"Antsakambahiny";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10562";"Ambohimahandry";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10562";"Ambohimahandry";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10563";"Betambatra";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10563";"Betambatra";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10564";"Antsahamalaza";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10564";"Antsahamalaza";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10565";"Soavinandriana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10565";"Soavinandriana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10566";"Mahatafandry";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10566";"Mahatafandry";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10567";"Samia";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10567";"Samia";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10568";"Antanimarina";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10568";"Antanimarina";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10569";"Ambohibao";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10569";"Ambohibao";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10570";"Betsitoavina";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10570";"Betsitoavina";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10571";"Antsahamaina Est";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10571";"Antsahamaina Est";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10572";"Ambohiboromanga";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10572";"Ambohiboromanga";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10573";"Fieferana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10573";"Fieferana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10574";"Antanibe Centre";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10574";"Antanibe Centre";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10575";"Anosiarivo";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10575";"Anosiarivo";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10576";"Anosimanarivo";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10576";"Anosimanarivo";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10577";"Marinjara";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10577";"Marinjara";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10578";"Manakasikely";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10578";"Manakasikely";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10579";"Andranomangatsiaka";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10579";"Andranomangatsiaka";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10580";"Volavy Gara";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10580";"Volavy Gara";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10581";"Manjakandriana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10581";"Manjakandriana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10582";"Ambohimiadana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10582";"Ambohimiadana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10583";"Fiadanana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10583";"Fiadanana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10584";"Ampiadianombalahy";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10584";"Ampiadianombalahy";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10585";"Ambodifanaharana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10585";"Ambodifanaharana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10586";"Ambatomasina";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10586";"Ambatomasina";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10587";"Ampitakilaka";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10587";"Ampitakilaka";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10588";"Ampitabe";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10588";"Ampitabe";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10589";"Famoa";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10589";"Famoa";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10590";"Ampasimazava";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10590";"Ampasimazava";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10591";"Ambodimankaranana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10591";"Ambodimankaranana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10592";"Manjakandriana";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10592";"Manjakandriana";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10593";"Mahatsara";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10593";"Mahatsara";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10594";"Ankazovelona";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10594";"Ankazovelona";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10595";"Ankarabo";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10595";"Ankarabo";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10596";"Ambodivoangy";"Manjakandriana";"Manjakandriana";"Analamanga";"Antananarivo"
"10596";"Ambodivoangy";"Manjakandriana";"Mahanoro";"Atsinanana";"Toamasina"
"10597";"Miadamanjaka";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10598";"Tsaramiafara";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10599";"Manjakatompo Firaisana";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10600";"Ambodivona";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10601";"Antanimbarilehibe";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10602";"Ambohipihaonana";"Manjakatompo";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"10603";"Manjakavaradrano";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10604";"Antanetibe IIi";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10605";"Soamanandray";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10606";"Antanetilava II";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10607";"Marokibobo";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10608";"Merinavaratra";"Manjakavaradrano";"Ambohidratrimo";"Analamanga";"Antananarivo"
"10609";"Manohisoa";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10610";"Antanetitelo";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10611";"Tsarazaza";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10612";"Kelimanefy";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10613";"Alakamisy Andrianovona";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10614";"Tsarahasina";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10615";"Ambohidatsika";"Manohisoa";"Betafo";"Vakinankaratra";"Antananarivo"
"10616";"Tsihake";"Manombo Sud";\N;\N;\N
"10617";"Andravona";"Manombo Sud";\N;\N;\N
"10618";"Bekodoy";"Manombo Sud";\N;\N;\N
"10619";"Salary Nord I";"Manombo Sud";\N;\N;\N
"10620";"Tsandamba";"Manombo Sud";\N;\N;\N
"10621";"Tsifota";"Manombo Sud";\N;\N;\N
"10622";"Fiherenamasay";"Manombo Sud";\N;\N;\N
"10623";"Andranomavo";"Manombo Sud";\N;\N;\N
"10624";"Manombo II";"Manombo Sud";\N;\N;\N
"10625";"Karimela Mamiratra";"Manombo Sud";\N;\N;\N
"10626";"Ambohimandroso";"Manombo Sud";\N;\N;\N
"10627";"Andrevo Bas";"Manombo Sud";\N;\N;\N
"10628";"Ambolomailaka";"Manombo Sud";\N;\N;\N
"10629";"Betsibaroka";"Manombo Sud";\N;\N;\N
"10630";"Madiorano";"Manombo Sud";\N;\N;\N
"10631";"Fitsitike";"Manombo Sud";\N;\N;\N
"10632";"Salary Nord II";"Manombo Sud";\N;\N;\N
"10633";"Avaradrova Mikamba";"Manombo Sud";\N;\N;\N
"10634";"Manombo I";"Manombo Sud";\N;\N;\N
"10635";"Antanandava";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10636";"Ankoriraika";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10637";"Anove Sud";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10638";"Moronivo";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10639";"Manompana";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10640";"Tanambao Ambodimanga";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10641";"Vohijiny";"Manompana";"Soanierana-Ivongo";"Analanjirofo";"Toamasina"
"10642";"Manorofify";"Manorofify";\N;\N;\N
"10643";"Andranovaky";"Manorofify";\N;\N;\N
"10644";"Ambatolampy";"Manorofify";\N;\N;\N
"10645";"Antaliabo";"Manorofify";\N;\N;\N
"10646";"Ambararata";"Manorofify";\N;\N;\N
"10647";"Bobatanty";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10648";"Anjavibe";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10649";"Manongarivo";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10650";"Ampanakana";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10651";"Ampasimaty";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10652";"Antanimiavotra";"Mantaly";"Ambilobe";"DIANA";"Antsiranana"
"10653";"Mantasoa";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10654";"Andriambazaha";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10655";"Ambohitravoko";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10656";"Ambohidandy";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10657";"Lohomby";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10658";"Ambohitrinibe II";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10659";"Miadamanjaka";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10660";"Masombahiny";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10661";"Anjozoro Est";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10662";"Andrefanivorona";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10663";"Ambohidahy";"Mantasoa";"Manjakandriana";"Analamanga";"Antananarivo"
"10664";"Antanimbaribe";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10665";"Belemboka";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10666";"Soarano";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10667";"Ambahobe";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10668";"Mahavatsy";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10669";"Vohimary";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10670";"Marerano";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10671";"Betse";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10672";"Ambondrobe";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10673";"Befotaka";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10674";"Bezavo";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10675";"Morarano";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10676";"Bemarivo";"Marerano";"Beroroha";"Atsimo-Andrefana";"Toliara"
"10677";"Maria";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10678";"Ankaraobato";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10679";"Belavenona";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10680";"Anosikely";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10681";"Tsararano";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10682";"Bemokotra";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10683";"Ampanaovato";"Maria";"Maevatanana";"Betsiboka";"Mahajanga"
"10684";"Mitsinjo";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10685";"Tsianikira";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10686";"Ambenja";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10687";"Mataibory";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10688";"Marosakoa";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10689";"Antanambao";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10690";"Ampasimaleotra";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10691";"Mariarano";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10692";"Komany";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10693";"Ambondrobe";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10694";"Ambavan'i Mariarano";"Mariarano";"Mahajanga-II";"Boeny";"Mahajanga"
"10695";"Zatobe";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10696";"Amparihimanga";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10697";"Ankitsikitsika";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10698";"Antanetibe";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10699";"Morafeno";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10700";"Betaikomby";"Maritampona";"Fenoarivobe";"Bongolava";"Antananarivo"
"10701";"Antsakoamirantina";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10702";"Ambohimarina";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10703";"Antanambao M";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10704";"Ampotamandrevo";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10705";"Ambodimanga";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10706";"Antananambo";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10707";"Anompaka";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10708";"Antombokazo";"Maroala";"Antsohihy";"Sofia";"Mahajanga"
"10709";"Ianakafy Marosola";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10710";"Ankilitsimagnarito";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10711";"Ambaro Mahazoarivo";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10712";"Erakoka Atsinanana";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10713";"Marobe";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10714";"Volakira Ambatoabo";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10715";"Ambolovohitse Erako";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10716";"Ankilimanintsy I";"Maroalomainty";"Ambovombe";"Androy";"Toliara"
"10717";"Ankororoke Mahazosoa";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10718";"Vohimiare";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10719";"Soatamea";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10720";"Varingohitra";"Maroantsetra";"Maroantsetra";"Analanjirofo";"Toamasina"
"10721";"Andranamy";"Maroarivo Ankazomanga";\N;\N;\N
"10722";"Analalentike";"Maroarivo Ankazomanga";\N;\N;\N
"10723";"Antsakoamaro";"Maroarivo Ankazomanga";\N;\N;\N
"10724";"Maroarivo Ankazomanga";"Maroarivo Ankazomanga";\N;\N;\N
"10725";"Ankatrafay";"Ambalavato";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"10726";"Tsanerena Soarano";"Ambalavato";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"10727";"Andohaviana";"Ambalavato";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"10728";"Ambalavato";"Ambalavato";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"10729";"Vohimena";"Ambalavato";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"10730";"Ambatoharanana";"Ambatoharanana";"Anosibe-An'ala";"Alaotra-Mangoro";"Toamasina"
"10730";"Ambatoharanana";"Ambatoharanana";"Fénérive-Est";"Analanjirofo";"Toamasina"
"10730";"Ambatoharanana";"Ambatoharanana";"Manarana-Nord";"Analanjirofo";"Toamasina"
"10730";"Ambatoharanana";"Ambatoharanana";"Vavatenina";"Analanjirofo";"Toamasina"
"10731";"Anjahamarina";"Ambatoharanana";"Anosibe-An'ala";"Alaotra-Mangoro";"Toamasina"
"10731";"Anjahamarina";"Ambatoharanana";"Fénérive-Est";"Analanjirofo";"Toamasina"
"10731";"Anjahamarina";"Ambatoharanana";"Manarana-Nord";"Analanjirofo";"Toamasina"
"10731";"Anjahamarina";"Ambatoharanana";"Vavatenina";"Analanjirofo";"Toamasina"
"10732";"Tsaratampona I";"Ambatoharanana";"Anosibe-An'ala";"Alaotra-Mangoro";"Toamasina"
"10732";"Tsaratampona I";"Ambatoharanana";"Fénérive-Est";"Analanjirofo";"Toamasina"
"10732";"Tsaratampona I";"Ambatoharanana";"Manarana-Nord";"Analanjirofo";"Toamasina"
"10732";"Tsaratampona I";"Ambatoharanana";"Vavatenina";"Analanjirofo";"Toamasina"
"10733";"Beampy";"Ambatoharanana";"Anosibe-An'ala";"Alaotra-Mangoro";"Toamasina"
"10733";"Beampy";"Ambatoharanana";"Fénérive-Est";"Analanjirofo";"Toamasina"
"10733";"Beampy";"Ambatoharanana";"Manarana-Nord";"Analanjirofo";"Toamasina"
"10733";"Beampy";"Ambatoharanana";"Vavatenina";"Analanjirofo";"Toamasina"
"10734";"Ambodimanga Mahalena";"Ambatoharanana";"Anosibe-An'ala";"Alaotra-Mangoro";"Toamasina"
"10734";"Ambodimanga Mahalena";"Ambatoharanana";"Fénérive-Est";"Analanjirofo";"Toamasina"
"10734";"Ambodimanga Mahalena";"Ambatoharanana";"Manarana-Nord";"Analanjirofo";"Toamasina"
"10734";"Ambodimanga Mahalena";"Ambatoharanana";"Vavatenina";"Analanjirofo";"Toamasina"
"10735";"Ambohimarina";"Ambatomanga";"Arivonimamo";"Itasy";"Antananarivo"
"10735";"Ambohimarina";"Ambatomanga";"Manjakandriana";"Analamanga";"Antananarivo"
"10736";"Anjanamanga";"Ambatomanga";"Arivonimamo";"Itasy";"Antananarivo"
"10736";"Anjanamanga";"Ambatomanga";"Manjakandriana";"Analamanga";"Antananarivo"
"10737";"Mahitsy";"Ambatomanga";"Arivonimamo";"Itasy";"Antananarivo"
"10737";"Mahitsy";"Ambatomanga";"Manjakandriana";"Analamanga";"Antananarivo"
"10738";"Ampasika";"Ambatomanga";"Arivonimamo";"Itasy";"Antananarivo"
"10738";"Ampasika";"Ambatomanga";"Manjakandriana";"Analamanga";"Antananarivo"
"10739";"Meridaza";"Ambatomanga";"Arivonimamo";"Itasy";"Antananarivo"
"10739";"Meridaza";"Ambatomanga";"Manjakandriana";"Analamanga";"Antananarivo"
"10740";"Ambatomiady";"Ambatomiady";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"10741";"Antambohomena";"Ambatomiady";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"10742";"Amboavahy";"Ambatomiady";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"10743";"Ialakorovana";"Ambatomiady";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"10744";"Ambohibary";"Ambatomiady";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"10745";"Tanambao I";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10746";"Tanambao Nord";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10747";"Maropia Nord";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10748";"Ankobo Analamizitse";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10749";"Antseta Ankilimanintsy";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10750";"Soatsifa Ambany";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10751";"Soatsifa Ambony";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10752";"Maropia Ampisopiso";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10753";"Marodoa Ankilimasy";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10754";"Analamitsetake Est";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10755";"Ampanavy Fototsambo";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10756";"Tsimikaboke";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10757";"Savara Tanandava";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10758";"Antanisoa";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10759";"Belemboka Ambony";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10760";"Ankilimieva";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10761";"Ankilivinonjy";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10762";"Ankilivotro";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10763";"Maropia Sud";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10764";"Maropia Ankilibe";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10765";"Magneva";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10766";"Tanambao Sud";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10767";"Ambaro I";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10768";"Maroalopoty II";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
"10769";"Maroalopoty I";"Maroalopoty";"Ambovombe";"Androy";"Toliara"
